family	packageId	mod	kind	defName	label	techLevel	marketValue	category	tradeability	thingCategories	destroyOnDrop	menuHidden	weaponTags	apparelTags	sourceFile
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_44Magnum_Revolver	.44 Magnum Revolver	Industrial	520.0	Item		WeaponsRanged	false	false	FCP_44Magnum_Revolver,FCP_Revolver,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Revolver_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_45_Auto_Pistol	.45 Auto Pistol	Industrial	320.0	Item		WeaponsRanged	false	false	FCP_45_Auto_Pistol,FCP_Pistol,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pistol_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_45_Auto_SMG	.45 Auto Submachine Gun	Industrial	520.0	Item		WeaponsRanged	false	false	FCP_45_Auto_SMG,FCP_SMG,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\SMG_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_50_Cal_MG	.50 Cal Machine Gun	Industrial	1200.0	Item		WeaponsRanged	false	false	FCP_50_Cal_MG,FCP_Power_Armor_Required,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Heavy_Weapon_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_556_Pistol	5.56mm Pistol	Industrial	420.0	Item		WeaponsRanged	false	false	FCP_556_Pistol,FCP_Pistol,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pistol_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_9mm_Pistol	9mm Pistol	Industrial	200.0	Item		WeaponsRanged	false	false	FCP_9mm_Pistol,FCP_Pistol,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pistol_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_9mm_SMG	9mm SMG	Industrial	350.0	Item		WeaponsRanged	false	false	FCP_9mm_SMG,FCP_SMG,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\SMG_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_AbileneKidLEBBGun	Abilene Kid LE BB Gun	Industrial	650.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_AK_112_AR	AK-112 Assault Rifle	Industrial	550.0	Item		WeaponsRanged	false	false	FCP_AK_112,FCP_Assault_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_AllAmerican	All-American	Industrial	1180.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Anti_Material_Rifle	Anti-Materiel Rifle	Industrial	1100.0	Item		WeaponsRanged	false	false	FCP_Anti_Material_Rifle,FCP_Sniper_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Sniper_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Assault_Carbine	Assault Carbine	Industrial	680.0	Item		WeaponsRanged	false	false	FCP_Assault_Carbine,FCP_Assault_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Automatic_Rifle	Automatic Rifle	Industrial	540.0	Item		WeaponsRanged	false	false	FCP_Assault_Rifle,FCP_Automatic_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Battle_Rifle	Battle Rifle	Industrial	620.0	Item		WeaponsRanged	false	false	FCP_Battle_Rifle,FCP_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_BB_Gun	BB Gun	Industrial	50.0	Item		WeaponsRanged	false	false	FCP_BB_Gun,FCP_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_BigBoomer	Big Boomer	Industrial	920.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Bozar	Bozar	Industrial	1720.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Brush_Gun	Brush Gun	Industrial	650.0	Item		WeaponsRanged	false	false	FCP_Brush_Gun,FCP_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Caravan_Shotgun	Caravan Shotgun	Industrial	280.0	Item		WeaponsRanged	false	false	FCP_Caravan_Shotgun,FCP_Shotgun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Shotgun_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Chinese_Assault_Rifle	Chinese Assault Rifle	Industrial	480.0	Item		WeaponsRanged	false	false	FCP_Assault_Rifle,FCP_Chinese_Assault_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Chinese_Pistol	Chinese Pistol	Industrial	160.0	Item		WeaponsRanged	false	false	FCP_Chinese_Pistol,FCP_Pistol,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pistol_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_ChunkyBoi	Chunky Boi	Industrial	3500.0	Item		WeaponsRanged	false	false	Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Heavy_Weapon_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Citykiller	Citykiller Shotgun	Industrial	780.0	Item		WeaponsRanged	false	false	FCP_Citykiller,FCP_Shotgun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Shotgun_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Colt_6520_Pistol	Colt 6520	Industrial	320.0	Item		WeaponsRanged	false	false	FCP_Colt_6520,FCP_Pistol,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pistol_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Combat_Rifle_Standard	Combat Rifle	Industrial	450.0	Item		WeaponsRanged	false	false	FCP_Combat_Rifle,FCP_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Combat_Shotgun	Combat Shotgun	Industrial	420.0	Item		WeaponsRanged	false	false	FCP_Combat_Shotgun,FCP_Shotgun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Shotgun_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Combat_Shotgun_MkII	Combat Shotgun MkII	Industrial	520.0	Item		WeaponsRanged	false	false	FCP_Combat_Shotgun_MkII,FCP_Shotgun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Shotgun_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Cowboy_Repeater	Cowboy Repeater	Industrial	380.0	Item		WeaponsRanged	false	false	FCP_Cowboy_Repeater,FCP_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Deagle	Deagle	Industrial	1200.0	Item		WeaponsRanged	false	false	FCP_Deagle,FCP_Pistol,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pistol_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Deliverer	Deliverer	Industrial	880.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_DinnerBell	Dinner Bell	Industrial	1120.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_DKS_500_Sniper_Rifle	DKS-500 Sniper Rifle	Industrial	680.0	Item		WeaponsRanged	false	false	FCP_DKS_500_Sniper_Rifle,FCP_Sniper_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Sniper_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_DKS_501_Sniper_Rifle	DKS-501 Sniper Rifle	Industrial		Item		WeaponsRanged	false	false	FCP_DKS_501_Sniper_Rifle,FCP_Sniper_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Sniper_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_FIDO	FIDO	Industrial	1150.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_G11_AR	G11 Assault Rifle	Industrial	720.0	Item		WeaponsRanged	false	false	FCP_Assault_Rifle,FCP_G11,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_GobiCampaignScoutRifle	Gobi Campaign Scout Rifle	Industrial	1450.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_HHToolsNailgun	HH Tools Nailgun	Industrial	560.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_HK_10_SMG	HK-10 SMG	Industrial	450.0	Item		WeaponsRanged	false	false	FCP_HK_10,FCP_SMG,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\SMG_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Hunting_Revolver	Hunting Revolver	Industrial	650.0	Item		WeaponsRanged	false	false	FCP_Hunting_Revolver,FCP_Revolver,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Revolver_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Hunting_Shotgun	Hunting Shotgun	Industrial	320.0	Item		WeaponsRanged	false	false	FCP_Hunting_Shotgun,FCP_Shotgun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Shotgun_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Infiltrator	Infiltrator	Industrial	640.0	Item		WeaponsRanged	false	false	FCP_Assault_Rifle,FCP_Infiltrator,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Jackhammer	Jackhammer Shotgun	Industrial	680.0	Item		WeaponsRanged	false	false	FCP_Jackhammer,FCP_Shotgun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Shotgun_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_K900_Cyberdog_Gun	K9000 Cyberdog Gun	Industrial	920.0	Item		WeaponsRanged	false	false	FCP_Heavy_Weapon,FCP_K900_Cyberdog_Gun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Heavy_Weapon_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_LeverAction_Shotgun	Lever-Action Shotgun	Industrial	380.0	Item		WeaponsRanged	false	false	FCP_LeverAction_Shotgun,FCP_Shotgun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Shotgun_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Light_Machine_Gun	Light Machine Gun	Industrial	820.0	Item		WeaponsRanged	false	false	FCP_Heavy_Weapon,FCP_Light_Machine_Gun,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Heavy_Weapon_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Light_Shining_In_Darkness	A Light Shining in Darkness	Industrial	920.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_LilDevil	Lil' Devil	Industrial	1680.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_LincolnsRepeater	Lincoln's Repeater	Industrial	1350.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Lucky	Lucky	Industrial	980.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Maria	Maria	Industrial	800.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Marksman_Carbine	Marksman Carbine	Industrial	580.0	Item		WeaponsRanged	false	false	FCP_Assault_Rifle,FCP_Marksman_Carbine,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_MedicineStick	Medicine Stick	Industrial	1450.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Minigun	Minigun	Industrial	850.0	Item		WeaponsRanged	false	false	FCP_Minigun_FO3,FCP_Power_Armor_Required,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Heavy_Weapon_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_MkI_Avenger	MkI Avenger	Industrial	1200.0	Item		WeaponsRanged	false	false	Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Heavy_Weapon_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_MkIIAvenger	MkII Avenger	Industrial	1550.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_OlPainless	Ol' Painless	Industrial	1450.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Paciena	Paciencia	Industrial	1050.0	Item		WeaponsRanged	false	false			D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Unique_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Pipe_BoltAction	Pipe Bolt-Action	Industrial	85.0	Item		WeaponsRanged	false	false	FCP_Pipe_Weapons,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pipe_Weapons_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Pipe_Pistol	Pipe Pistol	Industrial	120.0	Item		WeaponsRanged	false	false	FCP_Pipe_Weapons,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pipe_Weapons_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Pipe_Revolver	Pipe Revolver	Industrial	150.0	Item		WeaponsRanged	false	false	FCP_Pipe_Weapons,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pipe_Weapons_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Pipe_Rifle	Pipe Rifle	Industrial	150.0	Item		WeaponsRanged	false	false	FCP_Pipe_Weapons,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pipe_Weapons_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Pipe_Shotgun	Pipe Shotgun	Industrial	75.0	Item		WeaponsRanged	false	false	FCP_Pipe_Weapons,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pipe_Weapons_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Pipe_Sniper	Pipe Sniper Rifle	Industrial	120.0	Item		WeaponsRanged	false	false	FCP_Pipe_Weapons,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Pipe_Weapons_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Police_Pistol	Police Pistol	Industrial	380.0	Item		WeaponsRanged	false	false	FCP_Police_Pistol,FCP_Revolver,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Revolver_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_Power_Armor_Assault_Rifle	Power Armor Assault Rifle	Industrial	750.0	Item		WeaponsRanged	false	false	FCP_FO4_Assault_Rifle,FCP_Power_Armor_Required,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
FCP	Rick.FCP.BallisticWeapons	FCP - Ballistic Weapons	weapon	FCP_Gun_R91_Rifle	R-91 Assault Rifle	Industrial	520.0	Item		WeaponsRanged	false	false	FCP_Assault_Rifle,FCP_R91_Rifle,Gun		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Ballistic-Weapons\1.6\Defs\WeaponDefs\Assault_Rifle_Defs.xml
