StringId	Text
Part1|Keyed/Hubris_Overrides.xml|LetterPsylinkLevelGained_First	{USER_labelShort} has gained {USER_possessive} first level of cryptid insight! {USER_pronoun} is now an occultist.\n{USER_labelShort} must build up cryptid focus through meditation. The effectiveness of this meditation is increased if the person can focus on a specific object while meditating.\n\nDifferent people are able to focus on different objects. This depends on the person's backstories, traits, and ranks. For example:\n\n- Occultists with enclave ranks meditate on their assigned posts.\n- Occultists with tribal childhoods meditate to cryptic shrines and totems.\n- Ascetic occultists meditate to blank walls.\n- Psychopathic occultists meditate to graves, ideally with a loved one inside.\n\nYou can see someone's meditation focus types by looking at their info card with the 'i' button.
Part1|Keyed/Hubris_Overrides.xml|LetterPsylinkLevelGained_NotFirst	{USER_labelShort} has gained a new level of cryptid insight! {USER_pronoun} can now use cryptic revelations of that higher level, but {USER_pronoun} needs to learn them first.
Part1|Keyed/Hubris_Overrides.xml|LetterPsylinkLevelGained_PsycastLearned	Upon gaining the new cryptid insight level, {USER_labelShort} automatically learned these revelations: {2}
Part1|Keyed/Hubris_Overrides.xml|PsycastNeurotrainerLabel	cryptid essence ({0})
Part1|Keyed/Hubris_Overrides.xml|PsycastNeurotrainerUseLabel	Use cryptid essence to learn {0} revelation
Part1|Keyed/Hubris_Overrides.xml|PsycastNeurotrainerDescription	A one-use neural inoculation which trains a specific cryptic revelation.\n\nThe dose is administered through a specialized implant point. Once released into the brain, the mechanism forms knowledge of a specific revelation, transmuting itself into neural tissue as needed.\n\n{PSYCAST_label}\n\n{PSYCASTDESCRIPTION}
Part1|Keyed/Hubris_Overrides.xml|PsycastNeurotrainerNoPsylink	requires cryptid insight
Part1|Keyed/Hubris_Overrides.xml|Psyfocus	Cryptid focus
Part1|Keyed/Hubris_Overrides.xml|PsyfocusLabelGizmo	Cryptid focus
Part1|Keyed/Hubris_Overrides.xml|PsyfocusDesc	Cryptid focus is a special type of mental structuring required to use cryptic revelations. Cryptid focus dissipates over time and must be built by regular meditation. Losing all cryptid focus makes someone unable to use revelations.\n\nHigher cryptid focus permits higher-level revelations, but also increases the rate of focus dissipation.
Part1|Keyed/Hubris_Overrides.xml|PsyfocusLevelInfoRange	{0}-{1}%
Part1|Keyed/Hubris_Overrides.xml|PsyfocusLevelInfoPsycasts	Up to level {0} revelations.
Part1|Keyed/Hubris_Overrides.xml|PsyfocusLevelInfoFallRate	Cryptid focus falls at {0} per day.
Part1|Keyed/Hubris_Overrides.xml|PsyfocusPerDayOfMeditation	Cryptid focus gain rate: {0}/d
Part1|Keyed/Hubris_Overrides.xml|BeginLinkingRitualMaxPsylinkLevel	Max cryptid insight level
Part1|Keyed/Hubris_Overrides.xml|LetterTextLinkingRitualCompleted	{PAWN_labelShort} has completed the linking ritual with {LINKABLE_labelShort}.\n\n{PAWN_pronoun} now has an upgraded cryptid insight, permitting the use of new revelations.
Part1|Keyed/Hubris_Overrides.xml|RitualTargetAnimaTreeInfo	a Mothman Totem
Part1|Keyed/Hubris_Overrides.xml|RitualTargetAnimaTreeNoPawnsToLink	No colonists that can link with the Mothman Totem right now.
Part1|Keyed/Hubris_Overrides.xml|RitualTargetAnimaTreeNoPawnsWithNatureFocus	No colonists with the natural meditation focus type.
Part1|Keyed/Hubris_Overrides.xml|RitualTargetAnimaTreeNotEnoughAnimaGrass	Need at least {0} Mothman eggs.
Part1|Keyed/Hubris_Overrides.xml|RitualTargetAnimaTreeMustBeCapableOfNature	Must be a colonist with the natural meditation focus type who is below maximum cryptid insight level.
Part1|Keyed/Hubris_Overrides.xml|RitualTargetAnimaTreeMustBePsychicallySensitive	Must not be cryptid-insensitive.
Part1|Keyed/Hubris_Overrides.xml|AnimaLinkingExplanationBase	The linking ceremony is more powerful with more participants. The more people participate, the less time the ceremony takes, and the more Mothman eggs will be restored.\n\nWith {0} additional participants, {1} Mothman eggs will be restored at the end of the ceremony.
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_EmptyAfterHours	Empty every slot bank after X hours
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_EmptyAfterHoursTooltip	If a slot bank has not been cleared after this many hours, someone will need to come collect the take.
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_Free	complimentary play
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_High	high roller - steep edge
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_Low	low stakes - light house edge
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_Medium	house standard - standard edge
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_SetPricing	Set house odds
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_VendingMachine	slot bank
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_VendingMachineContains	Holds:
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_VendingMachineToggleDesc	Allow patrons to use this gaming machine.
Part1|Keyed/Patch_Lucky38_Casino.xml|HospitalityCasino_VendingMachineTotal	Lifetime take:
Part1|Keyed/Patch_Lucky38_Hospitality.xml|AlertCantClaimBed	Guest can't afford a suite
Part1|Keyed/Patch_Lucky38_Hospitality.xml|AlertCantClaimBedDesc	These guests can't afford to claim a suite:\n\n{0}\nProvide cheaper or complimentary suites or gift the guests some silver. Better-connected factions tend to arrive with fuller purses.
Part1|Keyed/Patch_Lucky38_Hospitality.xml|AlertHasNoFood	Guest has no refreshments
Part1|Keyed/Patch_Lucky38_Hospitality.xml|AlertHasNoFoodDesc	These guests have nothing to eat:\n\n{0}\nPut food on sale, stock a refreshment kiosk, or gift the guests some silver or rations. You can also allow guests to dine for free.
Part1|Keyed/Patch_Lucky38_Hospitality.xml|AlertNotEnoughBeds	Not enough guest suites
Part1|Keyed/Patch_Lucky38_Hospitality.xml|AreaToStayTooltip	This is where guests may sleep and unwind between games, meals, and tours.
Part1|Keyed/Patch_Lucky38_Hospitality.xml|BedSatisfiedTitles	These titles will accept this suite:
Part1|Keyed/Patch_Lucky38_Hospitality.xml|CommandBedSetAsGuestDesc	Whether this bed is reserved for paying guests.
Part1|Keyed/Patch_Lucky38_Hospitality.xml|CommandBedSetAsGuestLabel	Guest suite
Part1|Keyed/Patch_Lucky38_Hospitality.xml|GuestBedFormat	suite {0}
Part1|Keyed/Patch_Lucky38_Hospitality.xml|GuestsWelcome	Allow new patrons
Part1|Keyed/Patch_Lucky38_Hospitality.xml|GuestsWelcomeTooltip	If you turn this off, no new patron parties will arrive at this colony.
Part1|Keyed/Patch_Lucky38_Hospitality.xml|Hospitality_VendingMachine	refreshment kiosk
Part1|Keyed/Patch_Lucky38_Hospitality.xml|Hospitality_VendingMachineToggleDesc	Allow patrons to use this amenity.
Part1|Keyed/Patch_Lucky38_Hospitality.xml|ImproveRelationship	Offer house hospitality
Part1|Keyed/Patch_Lucky38_Hospitality.xml|InviteGuests	Invite patrons
Part1|Keyed/Patch_Lucky38_Hospitality.xml|TryRecruitTooltip	Your casino hosts will try to introduce this patron to your colonists and build lasting goodwill. Skilled hosts are more effective, while poor hosts may sour the mood.
Part1|Keyed/Patch_Lucky38_Hospitality.xml|VisitorsLeavingAwful	They left convinced this place falls well short of proper casino standards. (Score: {1})
Part1|Keyed/Patch_Lucky38_Hospitality.xml|VisitorsLeavingBad	The house failed to impress them. (Score: {1})
Part1|Keyed/Patch_Lucky38_Hospitality.xml|VisitorsLeavingGood	They enjoyed their stay and left impressed with the house. (Score: {1})
Part1|Keyed/Patch_Lucky38_Hospitality.xml|VisitorsLeavingGreat	They were dazzled by the standards of your establishment. (Score: {1})
Part1|Keyed/Patch_Lucky38_Hospitality.xml|VisitorsLeavingNormal	Their stay was respectable enough. (Score: {1})
Part1|Keyed/Patch_Lucky38_Spa.xml|HospitalitySpa_Free	complimentary soak
Part1|Keyed/Patch_Lucky38_Spa.xml|HospitalitySpa_High	premium bathhouse fee
Part1|Keyed/Patch_Lucky38_Spa.xml|HospitalitySpa_Medium	house standard fee
Part1|Keyed/Patch_Lucky38_Spa.xml|HospitalitySpa_SetPricing	Set bathhouse fee
Part1|Keyed/Patch_Lucky38_Spa.xml|HospitalitySpa_VendingMachine	bathhouse intake
Part1|Keyed/Patch_Lucky38_Spa.xml|HospitalitySpa_VendingMachineContains	Collected fees:
Part1|Keyed/Patch_Lucky38_Spa.xml|HospitalitySpa_VendingMachineToggleDesc	Allow patrons to use this bathhouse amenity.
Part1|Keyed/Patch_Lucky38_Spa.xml|HospitalitySpa_VendingMachineTotal	Lifetime take:
Part1|Keyed/Patch_Lucky38_Spaceports.xml|AccessControlButton	Flight control
Part1|Keyed/Patch_Lucky38_Spaceports.xml|AccessControlDesc	Specify what kind of vertibird traffic is allowed to use this pad.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|LetterTraderShuttleArrival	A Brotherhood quartermaster vertibird from {0} is landing. They are a {1}.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_AirspaceLockdown	Flight lockdown
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_AirspaceLockdownDesc	Due to hostiles, or because it was manually activated, one or more of your colonies has entered flight lockdown. No new vertibird traffic will arrive, but any landed craft can still depart. \n\nColonies currently under flight lockdown:\n
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_AllTypes	All vertibirds
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_AutoEvac	Emergency scramble in progress
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_AutoEvacDesc	Due to hostiles, one or more of your colonies has initiated automatic evacuation of landed visitors and crews. \n\nColonies currently performing emergency scrambles:\n
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_BeaconAtCap	\nFlight traffic at user-defined limit - landings suspended.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_BeaconKessler	\nDebris hazard in the flight corridor - landings impossible.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_BeaconNoPads	\nNo active vertibird pads detected - flight network offline.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_BeaconOK	\nFlight network online.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_BeaconPadsFull	\nAll vertibird pads are occupied - landings suspended.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_BeaconUnpowered	\nBeacon unpowered - flight network offline.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_CallTaxi	Request transit vertibird
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_CallTaxiDisabled	beacon is unpowered - cannot reach Brotherhood flight control.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_CallTaxiInfo	Service: One-way transit vertibird\nFare: 500 silver\nBoarding: first open pad
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_CallTaxiTooltip	Request a one-way Brotherhood-chartered vertibird for 500 silver.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_DismissAll	Scramble all
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_DismissAllTooltip	Force all vertibirds on the map to lift off and depart immediately, regardless of whether all required cargo is loaded.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_GizmoDisabled	you do not control this vertibird, or it is incapable of taking off.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_GroupVisitorsLanding	A Brotherhood vertibird from {0} is landing with visitors.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ImmediateDeparture	Scramble
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ImmediateDepartureTooltip	Force this vertibird to lift off and depart immediately, regardless of whether all required cargo is loaded.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_JustGuests	Allied guests only
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_JustTraders	Quartermasters only
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_JustVisitors	Visitors only
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ManualAirspaceLockdown	Flight lockdown
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ManualAirspaceLockdownTooltip	Manually toggle vertibird traffic lockdown.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_None	No flights
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_RecallAll	Recall all crews
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_RecallAllTooltip	Force all landed parties to board their vertibirds and depart immediately.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_RecallParty	Recall passengers
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_RecallPartyTooltip	Force this vertibird's passengers to board immediately and depart.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_SingleVisitorLanding	A Brotherhood vertibird from {1} is landing with a visiting patron. {PAWN_titleIndef} named {PAWN_nameFull} is onboard.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_Uplink	Brotherhood uplink established...
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_VisitorsLeaving	Visitors from {0} are departing by Brotherhood vertibird.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_DryModeWarning	Warning: without water access, the aviation fuel processor will run at 33% efficiency.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_DryModeWarningDBH	Warning: the aviation fuel processor requires water piping to operate at full efficiency.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_FFTerrain	Aviation fuel processor must be placed in shallow water, a river, or on terrain that supports Heavy.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_FuelLevel	Aviation fuel reserves: {0}
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ModeDry	Operating mode: dry (reduced yield)
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ModeWet	Operating mode: wet (full yield)
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_NetworkInfo	There are {0} tanks on the network holding a total of {1} aviation fuel.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ProductionCache	Ready fuel stock: {0}
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_RoofBlocking	Vertibird pad blocked by roofing.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_TotalFuelProduced	Lifetime aviation fuel production: {0}
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_TotalSales	Lifetime refueling revenue: {0}
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_InterstellarDerelictBoom	The lander's drive sputters dangerously as it nears your colony. It is going to crash.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_InterstellarDerelictLetter	Your short-range radio has picked up an automated distress call from a crippled vessel drifting in-system. As you watch its passage, a battered emergency lander breaks away from the hull and fires its drive for a last descent. Soon after, you receive a transmission from the passengers: they picked up your flight beacon.\n\nThe pilot explains that the craft is too unstable to perform a controlled descent and begs you to clear them for an emergency landing. He offers some advanced equipment as a reward.\n\nYou can accept their request, but be warned: the lander's damaged reactor could detonate during atmospheric entry, raining debris down on your colony. It might even explode on impact, wreaking havoc on your vertibird facilities.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_InterstellarDerelictSafe	The lander's drive holds steady as it approaches your beacon. It is going to make it.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_InterstellarDerelictShrapnel	The lander's reactor lost containment during atmospheric entry. Your flight beacon has picked up {0} inbound chunks of shrapnel and debris.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo	Unidentified vertibird
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo0	It seems the vertibird contains a small assortment of useful things.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo1	It seems the vertibird contains a large assortment of useful things.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo2	It seems the vertibird is empty. Its engines are damaged, making it useful only for scrap.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo3	The vertibird's engine spins up as you approach, and it takes off for parts unknown.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo4	The vertibird depressurizes violently when you approach, hurling several desiccated skeletons out of its cabin.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo5	A piercing mental scream emits from the vertibird as you approach. A psychic charge.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo6	The vertibird's hatch springs open when you approach, and a small attack party from {0} pours out.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargo7	The vertibird's reactor begins to wail louder and louder as you approach. It is a bomb.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargoAccept	Let the vertibird land.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_MysteryCargoLetter	Your Brotherhood flight beacon has detected an unidentified vertibird approaching on autopilot. Its transponder has been disabled, and all attempts to contact any crew onboard have failed.\n\nHowever, analysis of its trajectory suggests it carries a heavy payload. It could be something valuable... or it could be a trap.\n\nYou can quash your beacon to hide from the approach, or keep it active and let the vertibird land.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_PickupInbound	A vertibird is landing to pick up {0}.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_PrisonerTransferLetter	You’ve just received a proposition from {0} of {1}. They have a surplus of prisoners at one of their holdings and are looking to offload a few for a fee.\n\n{0} says that two batches are available for transfer - one low-security, the other high-security. If you accept, both the payment and the prisoners will be transferred to you by vertibird.\n\nLow-sec payment: {2}\nHigh-sec payment: {3}
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ShuttleDisabled	No free vertibird pads
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ShuttleMedevacAccept	Clear the vertibird for emergency landing.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ShuttleMedevacLetter	Your short-range radio crackles to life with a distressed Brotherhood pilot from {0}. Their medevac vertibird is carrying a badly injured ally.\n\nUnfortunately, the patient’s condition has deteriorated rapidly, and the onboard medic fears they may not reach the nearest {0} base with proper medical facilities in time. Your settlement, however, is only a few minutes away.\n\nThe pilot and medic both implore you to clear them for an emergency landing so you can stabilize the patient. They cannot promise a concrete material reward, but they swear they will put in a good word with {1} and try to route some token of gratitude your way.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ShuttleMedevacLetterLabel	Brotherhood medevac
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ShuttleMedevacReward	Some time ago, you assisted a distressed Brotherhood medevac vertibird. The pilot and medic kept their word and managed to have a reward drop sent your way.
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_ShuttleMedevacRewardLabel	Brotherhood medevac reward
Part1|Keyed/Patch_Lucky38_Spaceports.xml|Spaceports_SpicyPawnLendingLetter	You've just received a proposition from {0}. They need professional help with a particularly complex and risky {1} job, and they think one of your colonists - {2} - is exactly who they need.\n\nIf you accept, {0} will send a vertibird to ferry {2} to the worksite, where {3} will {4} The job will take 10 to 15 days, after which {2} will be flown back on a second vertibird alongside the promised reward.\n\nHowever, {0} warns that while they can say {2} is not at risk of death, they cannot guarantee {2}'s general safety and health while on the job.\n\nIf you choose to accept, {0} offers the following reward: {5}
Part1|Keyed/Patch_Lucky38_Storefront.xml|AlertNoCashier	No floor clerk
Part1|Keyed/Patch_Lucky38_Storefront.xml|AlertNoCashierExplanation	To operate your promenade, you need at least one staffed shift at a register desk and an assigned floor clerk.
