StringId	Text
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Resign_Letter_Title	Resigned
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Resign_Letter_Label	Resign
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Resign_Button_Label	You have successfully resigned from the Brotherhood of Steel. (-25 relations)
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Resign_Button_Desc	Leave this faction.
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Player_Settlement_Required	Player's settlement required
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Enlisted_To_Hostile_Faction	cannot join because you are enlisted with their enemy, {HOSTILEFACTION_name}
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Kick_Out_Letter_Title	Kicked out
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Kick_Out_Label_Title	An order for your contract's immediate termination from service has been filed by {LEADER_nameDef}. You have been kicked out from the {FACTION_name}.
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Reinforcements_Button_Label	Reinforcements
Part2|Keyed/FCP_Brotherhood_of_Steel_FCP_BoS_Enlistment.xml|FCP_BoS_Reinforcements_Button_Desc	Call for reinforcements from your faction. Amount of knights, paladins and scribes they send depends on your current relations.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Enlist_Letter_Title	You have Enlisted into Caesar's Legion.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Enlist_Letter_Label	Ave, recruit. This message comes from your Centurion. You have proven yourself worthy to march under the banner of the Bull. Caesar demands discipline, strength, and absolute loyalty. Do not fail him.\n\nYou will receive denarii as payment for your service, and provisions will be available at Legion camps when you report for duty. Our training grounds will hone your skills in combat and survival. Use them well.\n\n-Ave, true to Caesar
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Enlist_Button_Label	Enlist into Caesar's Legion.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Enlist_Button_Desc	Sign a new contract with Caesar's Legion.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Enlist_Requrements_Not_Satisfied	You need to have minimum of 10 goodwill, currently you have only {0} goodwill.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Enlisted_With_Key	Enlisted with: Caesar's Legion
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Active_Enlist_Options	Active enlist options
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Missions_Label	Assignments
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Missions_Desc	Assignment descriptions
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Menu_Missions_Desc	As you enter the camp, you ask around about any assignments that need completing for the glory of Caesar.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Menu_Missions_Select_Quest	Select an Assignment: 
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Menu_Missions_Start_Quest	Start Assignment ({0})
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Cancel	Cancel
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Not_Enough_Money	Not enough denarii
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Salary_Label	Wages
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Salary_Desc	You are entitled to collect wages from this faction every 14 days.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Provisions_Label	Provisions
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Provisions_Desc	Provisions will arrive via your caravan inventory every 10 days:\n\n- 12-18 Survival meal packs\n- 20-30 Pemmican
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Provisions_Label_Standard_Issue	Standard Issue
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Provisions_Desc_Standard_Issue	Legion standard issue gear will arrive via your caravan inventory every 45 days:\n\n- ×2 Recruit Armor\n- ×2 Recruit Helmet\n- ×2 Gladius
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Storage_Label	Storage
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Storage_Desc	Store items from your caravan to your faction stash. Faction stashes transfer across all of the faction's camps and will save contents even if you are no longer enlisted.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Storage_Inventory	Storage inventory
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Caravan_Inventory	Caravan inventory
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Labor_Label	Labor Duty
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Labor_Desc	Perform manual labor for the Legion and earn $8 an hour.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Medical_Camp_Label	Medical Camp
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Medical_Camp_Desc	Report to the medical camp. This service tends to all of your team with herbal medicine. Immunity gain is also increased while your team is receiving treatment.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Combat_Training_Label	Training: Combat training
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Combat_Training_Desc	Train your legionaries in the art of war with hourly experience gain on the following skills:\n\n- Melee\n- Shooting\n\nHourly experience gain stops when this faction is resting at night.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Survival_Training_Label	Training: Survival training
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Survival_Training_Desc	Train your legionaries in survival skills with hourly experience gain on the following skills:\n\n- Medicine\n- Plants\n- Animals\n\nHourly experience gain stops when this faction is resting at night.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Turn_In_Label	Turn in
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Turn_In_Desc	Turn in prisoners and captives to Legion slave traders.\n\n -Turning over any hostile pawns do not result in a slavery debuff-
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Turn_In_Trader_Name	Legion Slave Trader
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Resign_Menu_Text	You will resign from Caesar's Legion effective immediately. (-30 in relations)
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Resign_Letter_Title	Resigned
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Resign_Letter_Label	Resign
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Resign_Button_Label	You have successfully resigned from Caesar's Legion. (-30 relations)
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Resign_Button_Desc	Leave this faction.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Player_Settlement_Required	Player's settlement required
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Enlisted_To_Hostile_Faction	cannot join because you are enlisted with their enemy, {HOSTILEFACTION_name}
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Kick_Out_Letter_Title	Kicked out
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Kick_Out_Label_Title	An order for your contract's immediate termination has been filed by {LEADER_nameDef}. You have been kicked out from the {FACTION_name}.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Reinforcements_Button_Label	Reinforcements
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Reinforcements_Button_Desc	Call for reinforcements from your faction. The number of legionaries they send depends on your current relations.
Part2|Keyed/FCP_Caesars_Legion_FCP_Legion_Enlistment.xml|FCP_Legion_Turned_In_A_Slave	Turned in a slave to Legion
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Enlist_Letter_Title	You have Enlisted into the {FACTION_name} military.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Enlist_Letter_Label	this is a direct message from your commanding officer. It is a privelage, The {FACTION_name} Army. Be ready to make yourself available and report to any of our bases or cities to enhance your skills.\n\n You will be issued a standard salary every week for you and your troopers as well as provisions that can be picked up at our bases. The {FACTION_name} military has fine American bases in order to better facilitate your troops, use them wisely.\n\n A better American is worth fighting for!
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Enlist_Button_Label	Enlist into The {FACTION_name}.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Enlist_Button_Desc	Sign a new contract with The {FACTION_name}.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Enlist_Requrements_Not_Satisfied	You need to have minimum of 10 goodwill, currently you have only {0} goodwill.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Enlisted_With_Key	Enlisted with: The {FACTION_name}
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Active_Enlist_Options	Active enlist options
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Missions_Label	Tasks
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Missions_Desc	Task descriptions
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Menu_Missions_Desc	While leaving the HQ you ask around about any potential tasks that need doing.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Menu_Missions_Select_Quest	Select a Task: 
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Menu_Missions_Start_Quest	Start Task ({0})
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Cancel	Cancel
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Not_Enough_Money	Not enough money
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Salary_Label	Wages
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Salary_Desc	You are entitled to collect wages from this faction every 14 days.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Provisions_Label	Provisions
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Provisions_Desc	Provisions will given your caravan inventory the following every 10 days:\n\n- 2 Enclave Food Crate \n- ×1 Enclave Medical Crate
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Provisions_Label_Standard_Issue	Standard Issue
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Provisions_Desc_Standard_Issue	Enclave standard Issue gear will arrive via your caravan inventory every 30 days:\n\n- ×1 Enclave Weapon Crate \n- ×1 Enclave Uniform Crate
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Storage_Label	Storage
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Storage_Desc	Store items from your caravan to your faction stash. Faction stashes transfer across all of the faction's outposts and will save contents even if you are no longer enlisted.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Storage_Inventory	Storage inventory
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Caravan_Inventory	Caravan inventory
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Hospital_Label	Hospital
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Hospital_Desc	Check in with the hospital of this base. This service tends to all of your troops with industrial medicine. Immunity gain is also increased while your troopers are in the hospital.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Intellectual_Training_Label	Training: Scientific Research
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Intellectual_Training_Desc	Train your troops with hourly experience gain on the following skills:\n\n- Intellectual\n\nHourly experience gain stops when this faction is resting at night.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Shooting_Training_Label	Training: Basic Combat Training
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Shooting_Training_Desc	Train your troops with hourly experience gain on the following skills:\n\n- Shooting, Melee \n\nHourly experience gain stops when this faction is resting at night.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Resign_Menu_Text	You will resign from active duty in the Enclave Military effective immediately. (-25 in relations)
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Resign_Letter_Title	Resigned
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Resign_Letter_Label	Resign
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Resign_Button_Label	You have successfully resigned from active duty in the Enclave Military. (-25 relations)
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Resign_Button_Desc	Leave active duty from this faction.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Player_Settlement_Required	Player's settlement required
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Enlisted_To_Hostile_Faction	cannot join because you are enlisted with their enemy, {HOSTILEFACTION_name}
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Kick_Out_Letter_Title	Kicked out
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Kick_Out_Label_Title	A direct order for your contract's immediate termination from service has been filed by {LEADER_nameDef}. You have been kicked out from the {FACTION_name} Military.
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Reinforcements_Button_Label	Reinforcements
Part2|Keyed/FCP_Enclave_FCP_Enclave_Enlistment.xml|FCP_Enclave_Reinforcements_Button_Desc	Call for reinforcements from your faction. Amount of troops they send depends on your current relations.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Enlist_Letter_Title	You have Enlisted into the {FACTION_name} army.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Enlist_Letter_Label	Howdy, this is a message from your commanding officer. I would like to formally welcome you to the finest army the wastes have ever seen, The {FACTION_name} Army. Be ready to make yourself available and report to any of our bases or cities to enhance your skills.\n\n You will be issued a standard salary every week for you and your troopers as well as provisions that can be picked up at our bases when you are not on patrol. The {FACTION_name} military has fine facilities in order to better train your troopers, use them wisely.\n\n If you're patroling the mojave good luck, almost makes you wish for a nuclear winter.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Enlist_Button_Label	Enlist into the army of The {FACTION_name}.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Enlist_Button_Desc	Sign a new contract with The {FACTION_name}.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Enlist_Requrements_Not_Satisfied	You need to have minimum of 10 goodwill, currently you have only {0} goodwill.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Enlisted_With_Key	Enlisted with: The {FACTION_name}
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_Active_Enlist_Options	Active enlist options
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Missions_Label	Tasks
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Missions_Desc	Task descriptions
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Menu_Missions_Desc	While leaving the HQ you ask around about any potential tasks that need doing.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Menu_Missions_Select_Quest	Select a Task: 
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Menu_Missions_Start_Quest	Start Task ({0})
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_Cancel	Cancel
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Not_Enough_Money	Not enough money
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Salary_Label	Wages
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Salary_Desc	You are entitled to collect wages from this faction every 14 days.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Provisions_Label	Provisions
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Provisions_Desc	Provisions will given your caravan inventory the following every 10 days:\n\n- 6 NCR Food Crate \n- ×1 NCR Field Medic Crate
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Provisions_Label_Standard_Issue	Standard Issue
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Provisions_Desc_Standard_Issue	NCR standard Issue gear will arrive via your caravan inventory every 30 days:\n\n- ×2 NCR Army Weapon Crate \n- ×2 NCR Army Uniform Crate
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Storage_Label	Storage
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Storage_Desc	Store items from your caravan to your faction stash. Faction stashes transfer across all of the faction's outposts and will save contents even if you are no longer enlisted.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Storage_Inventory	Storage inventory
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Caravan_Inventory	Caravan inventory
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Part_Time_Job_Label	Part-Time Job
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Part_Time_Job_Desc	Pull extra duties and cover shifts for your battle buddies for $12 an hour.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Hospital_Label	Hospital
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Hospital_Desc	Check in with the hospital of this base. This service tends to all of your troopers with industrial medicine. Immunity gain is also increased while your troopers are in the hospital.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Medical_Training_Label	Training: Medical
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Medical_Training_Desc	Train your troopers with hourly experience gain on the following skills:\n\n- Medical\n\nHourly experience gain stops when this faction is resting at night.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Shooting_Training_Label	Training: Ranged Combat
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Shooting_Training_Desc	Train your troopers with hourly experience gain on the following skills:\n\n- Shooting\n\nHourly experience gain stops when this faction is resting at night.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Survival_Training_Label	Training: Survival
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Survival_Training_Desc	Train your troopers with hourly experience gain on the following skills:\n\n- Animals\n- Construction\n- Cooking\n- Crafting\n- Mining\n- Plants\n\nHourly experience gain stops when this faction is resting at night.
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Turn_In_Label	Turn in
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Turn_In_Desc	Turn in suspected outlaws and criminals to NCRCF facilities.\n\n -Turning over any hostile pawns do not result in a slavery debuff-
Part2|Keyed/FCP_NCR_FCP_NCR_Enlistment.xml|FCP_NCR_Turn_In_Trader_Name	New California Republic Correctional Facility Warden
